epoch,lr-Adam,step,test_loss,test_r2,train_loss_epoch,train_loss_step,val_loss
4,,2299,,,,0.0020764763467013836,
4,,2349,,,,0.0016229315660893917,
4,,2399,,,,0.0006919679581187665,
4,,2449,,,,0.0016705011948943138,
4,,2499,,,,0.0018073590472340584,
4,,2549,,,,0.001105224248021841,
4,,2599,,,,0.0008870615856721997,
4,,2649,,,,0.0010557962814345956,
4,,2699,,,,0.0016762488521635532,
4,,2749,,,,0.0005759160849265754,
4,,2799,,,,0.0014453078620135784,
4,,2814,,,,,0.0014666735660284758
4,,2814,,,0.001172286574728787,,
,0.0001,2815,,,,,
5,,2849,,,,0.0008854655316099524,
5,,2899,,,,0.0011272147530689836,
5,,2949,,,,0.0007094956235960126,
5,,2999,,,,0.0007387656951323152,
5,,3049,,,,0.0006791342748329043,
5,,3099,,,,0.0011375343892723322,
5,,3149,,,,0.0007110192673280835,
5,,3199,,,,0.0006516743451356888,
5,,3249,,,,0.0010956746991723776,
5,,3299,,,,0.000543748727068305,
5,,3349,,,,0.0008392884628847241,
5,,3377,,,,,0.0012562696356326342
5,,3377,,,0.0008315411396324635,,
,0.0001,3378,,,,,
6,,3399,,,,0.0009674663888290524,
6,,3449,,,,0.0005358406342566013,
6,,3499,,,,0.0006912522949278355,
6,,3549,,,,0.0006088119698688388,
6,,3599,,,,0.0005168962525203824,
6,,3649,,,,0.0006201793439686298,
6,,3699,,,,0.0005055001238361001,
6,,3749,,,,0.0004285524773877114,
6,,3799,,,,0.0005408492870628834,
6,,3849,,,,0.0004603463166859001,
6,,3899,,,,0.0003285186248831451,
6,,3940,,,,,0.001339114154689014
6,,3940,,,0.0005879930104129016,,
,0.0001,3941,,,,,
7,,3949,,,,0.0003781637060455978,
7,,3999,,,,0.00037262574187479913,
7,,4049,,,,0.00043924181954935193,
7,,4099,,,,0.0005321783246472478,
7,,4149,,,,0.0007845548097975552,
7,,4199,,,,0.00038243067683652043,
7,,4249,,,,0.00037580542266368866,
7,,4299,,,,0.0003411988145671785,
7,,4349,,,,0.0003521997423376888,
7,,4399,,,,0.0004915156750939786,
7,,4449,,,,0.0004499054339248687,
7,,4499,,,,0.0002608643553685397,
7,,4503,,,,,0.0013630094472318888
7,,4503,,,0.00041393161518499255,,
,0.0001,4504,,,,,
8,,4549,,,,0.00030050979694351554,
8,,4599,,,,0.00040135736344382167,
8,,4649,,,,0.0004030954441986978,
8,,4699,,,,0.00028898194432258606,
8,,4749,,,,0.000303691893350333,
8,,4799,,,,0.00031471834518015385,
8,,4849,,,,0.00030965518089942634,
8,,4899,,,,0.00028846150962635875,
8,,4949,,,,0.0002439223462715745,
8,,4999,,,,0.00023479672381654382,
8,,5049,,,,0.0004309337236918509,
8,,5066,,,,,0.0012576156295835972
8,,5066,,,0.0003280618111602962,,
,5e-05,5067,,,,,
9,,5099,,,,0.0002701696357689798,
9,,5149,,,,0.0002022924309130758,
9,,5199,,,,0.00022997893393039703,
9,,5249,,,,0.00023942685220390558,
9,,5299,,,,0.0001680254063103348,
9,,5349,,,,0.0001913707092171535,
9,,5399,,,,0.00023893783509265631,
9,,5449,,,,0.00024181653861887753,
9,,5499,,,,0.00017907508299686015,
9,,5549,,,,0.0001528224238427356,
9,,5599,,,,0.00015416054520756006,
9,,5629,,,,,0.001153258141130209
9,,5629,,,0.00020193385716993362,,
,5e-05,5630,,,,,
10,,5649,,,,0.00019322831940371543,
10,,5699,,,,0.0002259281900478527,
10,,5749,,,,0.00016851563123054802,
10,,5799,,,,0.0001851042325142771,
10,,5849,,,,0.00019892719865310937,
10,,5899,,,,0.00016975549806375057,
10,,5949,,,,0.00015411994536407292,
10,,5999,,,,0.00012953687109984457,
10,,6049,,,,0.00019437936134636402,
10,,6099,,,,0.0002081089187413454,
10,,6149,,,,0.00014220880984794348,
10,,6192,,,,,0.0010507714468985796
10,,6192,,,0.0001789166999515146,,
,5e-05,6193,,,,,
11,,6199,,,,0.0002313180302735418,
11,,6249,,,,0.00015820798580534756,
11,,6299,,,,0.00016849403618834913,
11,,6349,,,,0.00023744802456349134,
11,,6399,,,,0.00012779750977642834,
11,,6449,,,,0.00015270170115400106,
11,,6499,,,,0.00019707779574673623,
11,,6549,,,,0.0001724532339721918,
11,,6599,,,,0.0001567574217915535,
11,,6649,,,,0.0001542530517326668,
11,,6699,,,,0.00028470950201153755,
11,,6749,,,,0.00012150948168709874,
11,,6755,,,,,0.0010771488305181265
11,,6755,,,0.00015762900875415653,,
,5e-05,6756,,,,,
12,,6799,,,,0.00015661944053135812,
12,,6849,,,,0.0001334954722551629,
12,,6899,,,,0.0001905613753478974,
12,,6949,,,,0.00010838589514605701,
12,,6999,,,,0.00010729702626122162,
12,,7049,,,,0.00016467207751702517,
12,,7099,,,,0.00012465365580283105,
12,,7149,,,,0.00012468182831071317,
12,,7199,,,,9.888588101603091e-05,
12,,7249,,,,9.084277553483844e-05,
12,,7299,,,,0.0001478575577493757,
12,,7318,,,,,0.0012332656187936664
12,,7318,,,0.00013358610158320516,,
,5e-05,7319,,,,,
13,,7349,,,,0.0001164537388831377,
13,,7399,,,,0.00016292819054797292,
13,,7449,,,,0.00016958333435468376,
13,,7499,,,,0.00010455228039063513,
13,,7549,,,,0.0001677496184129268,
13,,7599,,,,0.00014781139907427132,
13,,7649,,,,0.00012977205915376544,
13,,7699,,,,0.00011828546121250838,
13,,7749,,,,0.0001440508058294654,
13,,7799,,,,8.97156132850796e-05,
13,,7849,,,,0.00013489319826476276,
13,,7881,,,,,0.0010429079411551356
13,,7881,,,0.000130688029457815,,
,5e-05,7882,,,,,
14,,7899,,,,8.54961690492928e-05,
14,,7949,,,,9.359304385725409e-05,
14,,7999,,,,6.91550230840221e-05,
14,,8049,,,,0.000183212585397996,
14,,8099,,,,0.00013393646804615855,
14,,8149,,,,7.047879626043141e-05,
14,,8199,,,,0.00010902275971602648,
14,,8249,,,,0.0001268470659852028,
14,,8299,,,,0.00014870672021061182,
14,,8349,,,,0.0001101656598621048,
14,,8399,,,,0.00010052126890514046,
14,,8444,,,,,0.0010221293196082115
14,,8444,,,0.00011684578203130513,,
,5e-05,8445,,,,,
15,,8449,,,,0.00014223376638256013,
15,,8499,,,,9.476878767600283e-05,
15,,8549,,,,0.00010803723853314295,
15,,8599,,,,7.525282126152888e-05,
15,,8649,,,,0.00014082857524044812,
15,,8699,,,,8.540171256754547e-05,
15,,8749,,,,0.00012725609121844172,
15,,8799,,,,0.00015524818445555866,
15,,8849,,,,0.00012558863090816885,
15,,8899,,,,0.00012342375703155994,
15,,8949,,,,9.274386684410274e-05,
15,,8999,,,,6.074743578210473e-05,
15,,9007,,,,,0.0010678076650947332
15,,9007,,,0.00010811659740284085,,
,5e-05,9008,,,,,
16,,9049,,,,6.293735350482166e-05,
16,,9099,,,,8.936526137404144e-05,
16,,9149,,,,8.71651282068342e-05,
16,,9199,,,,0.00013404840137809515,
16,,9249,,,,0.00010163934348383918,
16,,9299,,,,0.00013141597446519881,
16,,9349,,,,7.674304652027786e-05,
16,,9399,,,,8.514922228641808e-05,
16,,9449,,,,0.00010088310955325142,
16,,9499,,,,0.0001404837821610272,
16,,9549,,,,0.00012445978063624352,
16,,9570,,,,,0.0010469317203387618
16,,9570,,,9.751276229508221e-05,,
,5e-05,9571,,,,,
17,,9599,,,,8.846407581586391e-05,
17,,9649,,,,7.167844887590036e-05,
17,,9699,,,,0.00010363810724811628,
17,,9749,,,,7.107127748895437e-05,
17,,9799,,,,0.00015506247291341424,
17,,9849,,,,0.00012647639960050583,
17,,9899,,,,7.72703206166625e-05,
17,,9949,,,,7.62011477490887e-05,
17,,9999,,,,0.00016301212599501014,
17,,10049,,,,7.670173363294452e-05,
17,,10099,,,,9.024075552588329e-05,
17,,10133,,,,,0.0010968694696202874
17,,10133,,,9.089966624742374e-05,,
,2.5e-05,10134,,,,,
18,,10149,,,,6.017937994329259e-05,
18,,10199,,,,7.336759881582111e-05,
18,,10249,,,,4.56461202702485e-05,
18,,10299,,,,8.567803888581693e-05,
18,,10349,,,,5.9611651522573084e-05,
18,,10399,,,,5.858883378095925e-05,
18,,10449,,,,6.514054985018447e-05,
18,,10499,,,,5.932532076258212e-05,
18,,10549,,,,7.073700544424355e-05,
18,,10599,,,,4.264525341568515e-05,
18,,10649,,,,5.685230644303374e-05,
18,,10696,,,,,0.001022048876620829
18,,10696,,,6.193229637574404e-05,,
,2.5e-05,10697,,,,,
19,,10699,,,,5.727972893510014e-05,
19,,10749,,,,7.500893843825907e-05,
19,,10799,,,,5.458739178720862e-05,
19,,10849,,,,5.674500425811857e-05,
19,,10899,,,,4.3030631786677986e-05,
19,,10949,,,,4.517294655670412e-05,
19,,10999,,,,6.17399055045098e-05,
19,,11049,,,,5.3902098443359137e-05,
19,,11099,,,,6.056880374671891e-05,
19,,11149,,,,4.8868350859265774e-05,
19,,11199,,,,6.534521526191384e-05,
19,,11249,,,,5.8249817811883986e-05,
19,,11259,,,,,0.0010131028247997165
19,,11259,,,6.036764898453839e-05,,
,2.5e-05,11260,,,,,
20,,11299,,,,5.9362195315770805e-05,
20,,11349,,,,4.975924457539804e-05,
20,,11399,,,,4.9839749408420175e-05,
20,,11449,,,,7.309752254514024e-05,
20,,11499,,,,5.4640844609821215e-05,
20,,11549,,,,6.346295413095504e-05,
20,,11599,,,,6.0127858887426555e-05,
20,,11649,,,,5.5591168347746134e-05,
20,,11699,,,,5.861392492079176e-05,
20,,11749,,,,3.986068259109743e-05,
20,,11799,,,,4.2966148612322286e-05,
20,,11822,,,,,0.0010667237220332026
20,,11822,,,5.910680192755535e-05,,
,2.5e-05,11823,,,,,
21,,11849,,,,6.782726268284023e-05,
21,,11899,,,,3.836552059510723e-05,
21,,11949,,,,5.9500645875232294e-05,
21,,11999,,,,4.2980798752978444e-05,
21,,12049,,,,6.368334288708866e-05,
21,,12099,,,,6.50166257400997e-05,
21,,12149,,,,5.417489956016652e-05,
21,,12199,,,,6.635620957240462e-05,
21,,12249,,,,6.381504499586299e-05,
21,,12299,,,,4.089904541615397e-05,
21,,12349,,,,5.587525083683431e-05,
21,,12385,,,,,0.000998487463220954
21,,12385,,,5.5121279729064554e-05,,
,2.5e-05,12386,,,,,
22,,12399,,,,5.3602085245074704e-05,
22,,12449,,,,5.6440439948346466e-05,
22,,12499,,,,5.423469701781869e-05,
22,,12549,,,,6.089553426136263e-05,
22,,12599,,,,4.7972342144930735e-05,
22,,12649,,,,5.058919487055391e-05,
22,,12699,,,,6.0796541220042855e-05,
22,,12749,,,,5.870726454304531e-05,
22,,12799,,,,5.896120273973793e-05,
22,,12849,,,,5.299941039993428e-05,
22,,12899,,,,5.6400112953269854e-05,
22,,12948,,,,,0.0010679117403924465
22,,12948,,,5.320908530848101e-05,,
,2.5e-05,12949,,,,,
23,,12949,,,,4.6573935833293945e-05,
23,,12999,,,,5.6497432524338365e-05,
23,,13049,,,,4.2006045987363905e-05,
23,,13099,,,,6.242137169465423e-05,
23,,13149,,,,3.9920741983223706e-05,
23,,13199,,,,4.589658783515915e-05,
23,,13249,,,,4.408941458677873e-05,
23,,13299,,,,4.024713416583836e-05,
23,,13349,,,,5.873086774954572e-05,
23,,13399,,,,4.781810275744647e-05,
23,,13449,,,,5.2717496146215126e-05,
23,,13499,,,,4.5390785089693964e-05,
23,,13511,,,,,0.0010220822878181934
23,,13511,,,5.1085309678455815e-05,,
,2.5e-05,13512,,,,,
24,,13549,,,,5.246719956630841e-05,
24,,13599,,,,4.6752975322306156e-05,
24,,13649,,,,6.136226147646084e-05,
24,,13699,,,,3.6420286050997674e-05,
24,,13749,,,,5.5773336498532444e-05,
24,,13799,,,,5.080624032416381e-05,
24,,13849,,,,5.315137968864292e-05,
24,,13899,,,,4.554880069917999e-05,
24,,13949,,,,3.0338263968587853e-05,
24,,13999,,,,5.844027327839285e-05,
24,,14049,,,,5.169489304535091e-05,
24,,14074,,,,,0.000997596071101725
24,,14074,,,4.8245889047393575e-05,,
,2.5e-05,14075,,,,,
25,,14099,,,,4.733854075311683e-05,
25,,14149,,,,4.7781628381926566e-05,
25,,14199,,,,4.392656410345808e-05,
25,,14249,,,,2.8460013709263876e-05,
25,,14299,,,,3.327837839606218e-05,
25,,14349,,,,3.3694559533614665e-05,
25,,14399,,,,5.125386087456718e-05,
25,,14449,,,,4.3530169932637364e-05,
25,,14499,,,,4.308182542445138e-05,
25,,14549,,,,3.191329233231954e-05,
25,,14599,,,,5.0556103815324605e-05,
25,,14637,,,,,0.0009914340917021036
25,,14637,,,4.5664994104299694e-05,,
,2.5e-05,14638,,,,,
26,,14649,,,,3.3663902286207303e-05,
26,,14699,,,,4.139437805861235e-05,
26,,14749,,,,3.398266198928468e-05,
26,,14799,,,,4.480875941226259e-05,
26,,14849,,,,4.533127503236756e-05,
26,,14899,,,,5.878565207240172e-05,
26,,14949,,,,3.618410846684128e-05,
26,,14999,,,,3.38012287102174e-05,
26,,15049,,,,3.634910535765812e-05,
26,,15099,,,,6.029892392689362e-05,
26,,15149,,,,3.84379927709233e-05,
26,,15199,,,,3.584978185244836e-05,
26,,15200,,,,,0.0009990689577534795
26,,15200,,,4.4520529627334327e-05,,
,2.5e-05,15201,,,,,
27,,15249,,,,3.801548882620409e-05,
27,,15299,,,,7.82280694693327e-05,
27,,15349,,,,5.3955140174366534e-05,
27,,15399,,,,5.7128636399284005e-05,
27,,15449,,,,3.9956506952876225e-05,
27,,15499,,,,4.4033731683157384e-05,
27,,15549,,,,4.0429709770251065e-05,
27,,15599,,,,4.849843026022427e-05,
27,,15649,,,,4.4304924813332036e-05,
27,,15699,,,,3.2288520742440596e-05,
27,,15749,,,,4.404312130645849e-05,
27,,15763,,,,,0.0009531722171232104
27,,15763,,,4.1719402361195534e-05,,
,2.5e-05,15764,,,,,
28,,15799,,,,5.6043143558781594e-05,
28,,15849,,,,3.7441495805978775e-05,
28,,15899,,,,4.0832888771547005e-05,
28,,15949,,,,5.070207407698035e-05,
28,,15999,,,,4.7675530367996544e-05,
28,,16049,,,,4.072594310855493e-05,
28,,16099,,,,4.4419670302886516e-05,
28,,16149,,,,3.6076111427973956e-05,
28,,16199,,,,4.500188515521586e-05,
28,,16249,,,,3.7902464100625366e-05,
28,,16299,,,,3.964125789934769e-05,
28,,16326,,,,,0.0009905220940709114
28,,16326,,,4.099993748241104e-05,,
,2.5e-05,16327,,,,,
29,,16349,,,,3.785300214076415e-05,
29,,16399,,,,4.432593414094299e-05,
29,,16449,,,,2.9169677873142064e-05,
29,,16499,,,,4.055270255776122e-05,
29,,16549,,,,4.963789615430869e-05,
29,,16599,,,,4.479960261960514e-05,
29,,16649,,,,3.940519309253432e-05,
29,,16699,,,,4.871394412475638e-05,
29,,16749,,,,3.051098610740155e-05,
29,,16799,,,,3.1467279768548906e-05,
29,,16849,,,,3.964169081882574e-05,
29,,16889,,,,,0.0010207261657342315
29,,16889,,,3.9309630665229633e-05,,
,2.5e-05,16890,,,,,
30,,16899,,,,3.0125636840239167e-05,
30,,16949,,,,4.535995321930386e-05,
30,,16999,,,,3.425761315156706e-05,
30,,17049,,,,3.386265234439634e-05,
30,,17099,,,,3.088301673415117e-05,
30,,17149,,,,4.9054309783969074e-05,
30,,17199,,,,4.384038766147569e-05,
30,,17249,,,,2.4913328161346726e-05,
30,,17299,,,,4.221886774757877e-05,
30,,17349,,,,2.9590588383143768e-05,
30,,17399,,,,2.9903370887041092e-05,
30,,17449,,,,3.4402168239466846e-05,
30,,17452,,,,,0.0010179602541029453
30,,17452,,,3.6678997275885195e-05,,
,1.25e-05,17453,,,,,
31,,17499,,,,2.5649889721535146e-05,
31,,17549,,,,3.100406320299953e-05,
31,,17599,,,,3.484100307105109e-05,
31,,17649,,,,2.5276858650613576e-05,
31,,17699,,,,3.203348387614824e-05,
31,,17749,,,,3.1922645575832576e-05,
31,,17799,,,,2.7561445676838048e-05,
31,,17849,,,,2.7330814191373065e-05,
31,,17899,,,,3.137200837954879e-05,
31,,17949,,,,1.871450149337761e-05,
31,,17999,,,,2.436228169244714e-05,
31,,18015,,,,,0.0009879869176074862
31,,18015,,,2.9245935365906917e-05,,
,1.25e-05,18016,,,,,
32,,18049,,,,3.1065243092598394e-05,
32,,18099,,,,2.870870230253786e-05,
32,,18149,,,,1.792081820894964e-05,
32,,18199,,,,2.6610503482515924e-05,
32,,18249,,,,1.7059563106158748e-05,
32,,18299,,,,3.111785918008536e-05,
32,,18349,,,,2.31575540965423e-05,
32,,18399,,,,2.4500604922650382e-05,
32,,18449,,,,3.425918112043291e-05,
32,,18499,,,,2.5302333597210236e-05,
32,,18549,,,,3.727065632119775e-05,
32,,18578,,,,,0.0009933671681210399
32,,18578,,,2.8841575840488076e-05,,
33,,18579,0.0016650299075990915,0.6386529207229614,,,
