epoch,lr-Adam,step,test_loss,test_r2,train_loss_epoch,train_loss_step,val_loss
16,,9449,,,,3.370485137565993e-05,
16,,9499,,,,3.2640251447446644e-05,
16,,9549,,,,2.8729784389724955e-05,
16,,9570,,,,,0.0004898463375866413
16,,9570,,,2.628357287903782e-05,,
,0.0001,9571,,,,,
17,,9599,,,,2.9390586860245094e-05,
17,,9649,,,,1.7667814972810447e-05,
17,,9699,,,,3.2561205443926156e-05,
17,,9749,,,,3.261188976466656e-05,
17,,9799,,,,1.9366749256732874e-05,
17,,9849,,,,1.3052930626145098e-05,
17,,9899,,,,2.6829278795048594e-05,
17,,9949,,,,2.3349790353677236e-05,
17,,9999,,,,4.1941901145037264e-05,
17,,10049,,,,1.7959304386749864e-05,
17,,10099,,,,1.649371552048251e-05,
17,,10133,,,,,0.0006166171515360475
17,,10133,,,2.5287414246122353e-05,,
,0.0001,10134,,,,,
18,,10149,,,,4.721962977782823e-05,
18,,10199,,,,1.0685067536542192e-05,
18,,10249,,,,1.0780264346976765e-05,
18,,10299,,,,1.4373859812621959e-05,
18,,10349,,,,1.721536864351947e-05,
18,,10399,,,,1.250065633939812e-05,
18,,10449,,,,1.761321800586302e-05,
18,,10499,,,,2.2662217816105112e-05,
18,,10549,,,,2.324159322597552e-05,
18,,10599,,,,1.9918090401915833e-05,
18,,10649,,,,3.4446013160049915e-05,
18,,10696,,,,,0.00046150785055942833
18,,10696,,,2.0306501028244384e-05,,
,0.0001,10697,,,,,
19,,10699,,,,2.799533831421286e-05,
19,,10749,,,,2.721507553360425e-05,
19,,10799,,,,2.1550260498770513e-05,
19,,10849,,,,2.2457285012933426e-05,
19,,10899,,,,1.7087033484131098e-05,
19,,10949,,,,1.3987925740366336e-05,
19,,10999,,,,1.8365866708336398e-05,
19,,11049,,,,1.3501126886694692e-05,
19,,11099,,,,1.811151196307037e-05,
19,,11149,,,,1.431983764632605e-05,
19,,11199,,,,1.567250001244247e-05,
19,,11249,,,,1.8966442439705133e-05,
19,,11259,,,,,0.0004693894006777555
19,,11259,,,2.195250999648124e-05,,
,0.0001,11260,,,,,
20,,11299,,,,1.7887625290313736e-05,
20,,11349,,,,2.7610851248027757e-05,
20,,11399,,,,1.7915257558343e-05,
20,,11449,,,,1.7589161871001124e-05,
20,,11499,,,,1.6490977941430174e-05,
20,,11549,,,,1.6458863683510572e-05,
20,,11599,,,,1.3247823517303914e-05,
20,,11649,,,,1.189093200082425e-05,
20,,11699,,,,1.5634963347110897e-05,
20,,11749,,,,1.3973549357615411e-05,
20,,11799,,,,2.0196137484163046e-05,
20,,11822,,,,,0.0005022787372581661
20,,11822,,,1.724510730127804e-05,,
,0.0001,11823,,,,,
21,,11849,,,,2.4665385353728198e-05,
21,,11899,,,,1.653936124057509e-05,
21,,11949,,,,2.0006289560114965e-05,
21,,11999,,,,1.8088549040840007e-05,
21,,12049,,,,1.555390190333128e-05,
21,,12099,,,,1.7022293832269497e-05,
21,,12149,,,,1.6043431969592348e-05,
21,,12199,,,,2.110926288878545e-05,
21,,12249,,,,2.208579462603666e-05,
21,,12299,,,,1.3433364074444398e-05,
21,,12349,,,,1.544989390822593e-05,
21,,12385,,,,,0.0005132373189553618
21,,12385,,,1.9158333088853396e-05,,
,5e-05,12386,,,,,
22,,12399,,,,1.0629364624037407e-05,
22,,12449,,,,7.837209523131605e-06,
22,,12499,,,,1.0783685866044834e-05,
22,,12549,,,,7.343389370362274e-06,
22,,12599,,,,7.642171112820506e-06,
22,,12649,,,,1.0056852261186577e-05,
22,,12699,,,,1.0142824976355769e-05,
22,,12749,,,,7.2990937951544765e-06,
22,,12799,,,,1.063455238181632e-05,
22,,12849,,,,8.278990208054893e-06,
22,,12899,,,,9.240360668627545e-06,
22,,12948,,,,,0.0004664200241677463
22,,12948,,,8.617144885647576e-06,,
,5e-05,12949,,,,,
23,,12949,,,,1.0056202881969512e-05,
23,,12999,,,,6.413882147171535e-06,
23,,13049,,,,8.215245543397032e-06,
23,,13099,,,,7.3218639045080636e-06,
23,,13149,,,,6.991901045694249e-06,
23,,13199,,,,9.768231393536553e-06,
23,,13249,,,,1.0276026841893326e-05,
23,,13299,,,,8.040362445171922e-06,
23,,13349,,,,8.211691238102503e-06,
23,,13399,,,,1.2468187378544826e-05,
23,,13449,,,,8.847191566019319e-06,
23,,13499,,,,1.0945946087304037e-05,
23,,13511,,,,,0.0004963591927662492
23,,13511,,,8.092285497696139e-06,,
24,,13512,0.0009193649748340249,0.8160691261291504,,,
